VolcanoID,V_Name,Country,Region,Subregion,Latitude,Longitude,PEI,H_active,VEI_Holoce,hazard,class,risk
264060,Sano Wai,Indonesia,Indonesia,Lesser Sunda Islands,-8.72,120.02,6,0,No confirmed eruptions,,U-NHHR,
264070,Poco Leok,Indonesia,Indonesia,Lesser Sunda Islands,-8.68,120.48,5,0,No confirmed eruptions,,U-NHHR,
264071,Ranakah,Indonesia,Indonesia,Lesser Sunda Islands,-8.61999999999999,120.52,5,1,3,,U-HHR,
264080,Inierie,Indonesia,Indonesia,Lesser Sunda Islands,-8.875,120.95,4,0,Unknown VEI,,U-HR,
264090,Inielika,Indonesia,Indonesia,Lesser Sunda Islands,-8.73,120.98,5,1,2,,U-HHR,
264100,Ebulobo,Indonesia,Indonesia,Lesser Sunda Islands,-8.82,121.18,4,1,2,2.0,,2.0
264110,Iya,Indonesia,Indonesia,Lesser Sunda Islands,-8.897,121.645,5,1,3,2.0,,2.0
264120,Sukaria Caldera(s),Indonesia,Indonesia,Lesser Sunda Islands,-8.792,121.77,5,0,No confirmed eruptions,,U-NHHR,
264130,Ndete Napu,Indonesia,Indonesia,Lesser Sunda Islands,-8.72,121.78,4,0,No confirmed eruptions,,U-NHHR,
264140,Kelimutu,Indonesia,Indonesia,Lesser Sunda Islands,-8.77,121.819999999999,4,1,2,,U-HHR,
264150,Paluweh,Indonesia,Indonesia,Lesser Sunda Islands,-8.32,121.708,2,1,3,2.0,,1.0
264160,Egon,Indonesia,Indonesia,Lesser Sunda Islands,-8.67,122.45,5,1,2,1.0,,2.0
264170,Ilimuda,Indonesia,Indonesia,Lesser Sunda Islands,-8.478,122.671,5,0,No confirmed eruptions,,U-NHHR,
264180,Lewotobi,Indonesia,Indonesia,Lesser Sunda Islands,-8.542,122.775,5,1,3,1.0,,2.0
264200,Leroboleng,Indonesia,Indonesia,Lesser Sunda Islands,-8.358,122.842,5,1,3,1.0,,2.0
264220,Iliboleng,Indonesia,Indonesia,Lesser Sunda Islands,-8.342,123.258,5,1,2,1.0,,2.0
264230,Lewotolo,Indonesia,Indonesia,Lesser Sunda Islands,-8.272,123.505,4,1,3,1.0,,1.0
264240,Ililabalekan,Indonesia,Indonesia,Lesser Sunda Islands,-8.55,123.38,4,0,No confirmed eruptions,,U-NHHR,
264250,Iliwerung,Indonesia,Indonesia,Lesser Sunda Islands,-8.52999999999999,123.569999999999,3,1,3,2.0,,2.0
264260,Tara Batu,Indonesia,Indonesia,Lesser Sunda Islands,-7.792,123.578999999999,2,1,2,,U-HHR,
264270,Sirung,Indonesia,Indonesia,Lesser Sunda Islands,-8.50799999999999,124.13,4,1,2,1.0,,1.0
264280,Yersey,Indonesia,Indonesia,Lesser Sunda Islands,-7.53,123.95,2,0,No confirmed eruptions,,U-NHHR,
265010,Emperor of China,Indonesia,Indonesia,Banda Sea,-6.62,124.22,2,0,No confirmed eruptions,,U-NHHR,
265020,Nieuwerkerk,Indonesia,Indonesia,Banda Sea,-6.6,124.675,2,0,No confirmed eruptions,,U-NHHR,
265030,Gunungapi Wetar,Indonesia,Indonesia,Banda Sea,-6.642,126.65,2,1,3,,U-HHR,
265040,Wurlali,Indonesia,Indonesia,Banda Sea,-7.125,128.675,2,1,2,,U-HHR,
265050,Teon,Indonesia,Indonesia,Banda Sea,-6.92,129.125,2,1,4,3.0,,2.0
265060,Nila,Indonesia,Indonesia,Banda Sea,-6.73,129.5,2,1,2,1.0,,1.0
265070,Serua,Indonesia,Indonesia,Banda Sea,-6.3,130.0,2,1,4,2.0,,1.0
265080,Manuk,Indonesia,Indonesia,Banda Sea,-5.53,130.292,1,0,No confirmed eruptions,,U-NHHR,
265090,Banda Api,Indonesia,Indonesia,Banda Sea,-4.525,129.871,3,1,3,1.0,,1.0
266010,Colo [Una Una],Indonesia,Indonesia,Sulawesi,-0.17,121.608,2,1,4,,U-HHR,
266020,Ambang,Indonesia,Indonesia,Sulawesi,0.75,124.42,5,1,Unknown VEI,,U-HHR,
266030,Soputan,Indonesia,Indonesia,Sulawesi,1.108,124.73,5,1,3,3.0,,3.0
266040,Sempu,Indonesia,Indonesia,Sulawesi,1.13,124.758,6,0,No confirmed eruptions,,U-NHHR,
266070,Tondano Caldera(s),Indonesia,Indonesia,Sulawesi,1.23,124.83,7,0,No confirmed eruptions,,U-NHHR,
266100,Lokon-Empung,Indonesia,Indonesia,Sulawesi,1.358,124.792,6,1,3,3.0,,3.0
266110,Mahawu,Indonesia,Indonesia,Sulawesi,1.358,124.858,6,1,2,2.0,,3.0
266120,Klabat,Indonesia,Indonesia,Sulawesi,1.47,125.03,5,0,No confirmed eruptions,,U-NHHR,
266130,Tongkoko,Indonesia,Indonesia,Sulawesi,1.52,125.2,5,1,5,2.0,,2.0
267010,Ruang,Indonesia,Indonesia,Sangihe Islands,2.3,125.37,2,1,4,3.0,,2.0
267020,Karangetang [Api Siau],Indonesia,Indonesia,Sangihe Islands,2.78,125.4,3,1,3,3.0,,2.0
267030,Banua Wuhu,Indonesia,Indonesia,Sangihe Islands,3.138,125.491,2,1,3,1.0,,1.0
267040,Awu,Indonesia,Indonesia,Sangihe Islands,3.67,125.5,4,1,4,3.0,,3.0
267050,Unnamed,Indonesia,Indonesia,Sangihe Islands,3.97,124.17,1,0,No confirmed eruptions,,U-NHHR,
268001,Tarakan,Indonesia,Indonesia,Halmahera,1.83,127.83,4,0,No confirmed eruptions,,U-NHHR,
268010,Dukono,Indonesia,Indonesia,Halmahera,1.68,127.88,3,1,3,,U-HHR,
268020,Tobaru,Indonesia,Indonesia,Halmahera,1.63,127.67,3,0,No confirmed eruptions,,U-NHHR,
268030,Ibu,Indonesia,Indonesia,Halmahera,1.488,127.63,4,1,2,1.0,,1.0
268040,Gamkonora,Indonesia,Indonesia,Halmahera,1.38,127.53,4,1,5,2.0,,2.0
268050,Todoko-Ranu,Indonesia,Indonesia,Halmahera,1.25,127.47,4,0,No confirmed eruptions,,U-NHHR,
268051,Jailolo,Indonesia,Indonesia,Halmahera,1.08,127.42,4,0,No confirmed eruptions,,U-NHHR,
268052,Hiri,Indonesia,Indonesia,Halmahera,0.9,127.319999999999,4,0,No confirmed eruptions,,U-NHHR,
268060,Gamalama,Indonesia,Indonesia,Halmahera,0.8,127.33,6,1,3,2.0,,3.0
268061,Tidore,Indonesia,Indonesia,Halmahera,0.658,127.4,5,0,No confirmed eruptions,,U-NHHR,
268062,Mare,Indonesia,Indonesia,Halmahera,0.57,127.4,4,0,No confirmed eruptions,,U-NHHR,
268063,Moti,Indonesia,Indonesia,Halmahera,0.45,127.4,3,0,No confirmed eruptions,,U-NHHR,
268070,Makian,Indonesia,Indonesia,Halmahera,0.32,127.4,3,1,4,3.0,,2.0
268071,Tigalalu,Indonesia,Indonesia,Halmahera,0.07,127.42,3,0,No confirmed eruptions,,U-NHHR,
268072,Amasing,Indonesia,Indonesia,Halmahera,-0.53,127.48,2,0,No confirmed eruptions,,U-NHHR,
268073,Bibinoi,Indonesia,Indonesia,Halmahera,-0.77,127.72,3,0,No confirmed eruptions,,U-NHHR,
269010,Bombalai,Malaysia,Indonesia,Borneo,4.4,117.88,4,0,No confirmed eruptions,,U-NHHR,
270010,Jolo,Philippines,Philippines and SE Asia,Sulu Islands,6.013,121.057,6,1,0,,U-HHR,
271010,Balut,Philippines,Philippines and SE Asia,Mindanao,5.4,125.375,3,0,No confirmed eruptions,,U-NHHR,
271011,Parker,Philippines,Philippines and SE Asia,Mindanao,6.113,124.892,4,1,5,,U-HHR,
271020,Matutum,Philippines,Philippines and SE Asia,Mindanao,6.37,125.069999999999,5,0,Unknown VEI,,U-HR,
271030,Apo,Philippines,Philippines and SE Asia,Mindanao,6.989,125.269,5,0,No confirmed eruptions,,U-NHHR,
271031,Leonard Range,Philippines,Philippines and SE Asia,Mindanao,7.382,126.047,4,0,Unknown VEI,,U-HR,
271040,Makaturing,Philippines,Philippines and SE Asia,Mindanao,7.647,124.319999999999,5,1,2,,U-HHR,
271050,Latukan,Philippines,Philippines and SE Asia,Mindanao,7.65,124.45,4,0,No confirmed eruptions,,U-NHHR,
271060,Ragang,Philippines,Philippines and SE Asia,Mindanao,7.7,124.5,4,1,2,1.0,,1.0
271061,Kalatungan,Philippines,Philippines and SE Asia,Mindanao,7.95,124.8,5,0,No confirmed eruptions,,U-NHHR,
271070,Musuan,Philippines,Philippines and SE Asia,Mindanao,7.877,125.068,6,1,2,,U-HHR,
271071,Malindang,Philippines,Philippines and SE Asia,Mindanao,8.22,123.63,5,0,No confirmed eruptions,,U-NHHR,
271072,Balatukan,Philippines,Philippines and SE Asia,Mindanao,8.77,124.98,4,0,No confirmed eruptions,,U-NHHR,
271080,Camiguin,Philippines,Philippines and SE Asia,Mindanao,9.20299999999999,124.673,5,1,3,3.0,,3.0
271090,Paco,Philippines,Philippines and SE Asia,Mindanao,9.593,125.52,5,0,No confirmed eruptions,,U-NHHR,
272010,Cuernos de Negros,Philippines,Philippines and SE Asia,Central Philippines,9.25,123.17,5,0,No confirmed eruptions,,U-NHHR,
272020,Kanlaon,Philippines,Philippines and SE Asia,Central Philippines,10.412,123.132,5,1,2,1.0,,2.0
272030,Mandalagan,Philippines,Philippines and SE Asia,Central Philippines,10.65,123.25,5,0,No confirmed eruptions,,U-NHHR,
272040,Silay,Philippines,Philippines and SE Asia,Central Philippines,10.77,123.23,5,0,No confirmed eruptions,,U-NHHR,
272050,Cabal?an,Philippines,Philippines and SE Asia,Central Philippines,10.287,125.221,5,1,Unknown VEI,,U-HHR,
272070,Mahagnao,Philippines,Philippines and SE Asia,Central Philippines,10.896,124.87,3,0,No confirmed eruptions,,U-NHHR,
272080,Biliran,Philippines,Philippines and SE Asia,Central Philippines,11.523,124.535,5,1,1,,U-HHR,
273010,Bulusan,Philippines,Philippines and SE Asia,Luzon,12.77,124.05,5,1,3,2.0,,2.0
273020,Pocdol Mountains,Philippines,Philippines and SE Asia,Luzon,13.05,123.958,6,0,No confirmed eruptions,,U-NHHR,
273030,Mayon,Philippines,Philippines and SE Asia,Luzon,13.257,123.685,6,1,4,3.0,,3.0
273031,Masaraga,Philippines,Philippines and SE Asia,Luzon,13.32,123.599999999999,6,0,No confirmed eruptions,,U-NHHR,
273041,Iriga,Philippines,Philippines and SE Asia,Luzon,13.457,123.456999999999,6,0,No confirmed eruptions,,U-NHHR,
273042,Isarog,Philippines,Philippines and SE Asia,Luzon,13.6579999999999,123.38,5,0,No confirmed eruptions,,U-NHHR,
273044,Malindig,Philippines,Philippines and SE Asia,Luzon,13.24,122.018,5,0,No confirmed eruptions,,U-NHHR,
273050,Banahaw,Philippines,Philippines and SE Asia,Luzon,14.07,121.48,6,0,No confirmed eruptions,,U-NHHR,
273060,San Pablo Volcanic Field,Philippines,Philippines and SE Asia,Luzon,14.1199999999999,121.3,7,0,Unknown VEI,,U-HR,
273070,Taal,Philippines,Philippines and SE Asia,Luzon,14.002,120.992999999999,7,1,6,3.0,,3.0
273080,Laguna Caldera(s),Philippines,Philippines and SE Asia,Luzon,14.42,121.27,7,0,No confirmed eruptions,,U-NHHR,
273081,Mariveles,Philippines,Philippines and SE Asia,Luzon,14.52,120.47,6,0,Unknown VEI,,U-HR,
273082,Natib,Philippines,Philippines and SE Asia,Luzon,14.72,120.4,5,0,No confirmed eruptions,,U-NHHR,
273083,Pinatubo,Philippines,Philippines and SE Asia,Luzon,15.13,120.349999999999,5,1,6,,U-HHR,
273084,Arayat,Philippines,Philippines and SE Asia,Luzon,15.1999999999999,120.742,7,0,No confirmed eruptions,,U-NHHR,
273085,Amorong,Philippines,Philippines and SE Asia,Luzon,15.8279999999999,120.805,6,0,No confirmed eruptions,,U-NHHR,
273086,Santo Tomas,Philippines,Philippines and SE Asia,Luzon,16.3299999999999,120.55,6,0,No confirmed eruptions,,U-NHHR,
273087,Patoc,Philippines,Philippines and SE Asia,Luzon,17.1469999999999,120.98,5,0,No confirmed eruptions,,U-NHHR,
273088,Ambalatungan Group,Philippines,Philippines and SE Asia,Luzon,17.32,121.099999999999,4,0,No confirmed eruptions,,U-NHHR,
273090,Cagua,Philippines,Philippines and SE Asia,Luzon,18.222,122.123,3,1,2,,U-HHR,
274010,Camiguin de Babuyanes,Philippines,Philippines and SE Asia,North of Luzon,18.8299999999999,121.86,2,1,2,,U-HHR,
274020,Didicas,Philippines,Philippines and SE Asia,North of Luzon,19.077,122.202,2,1,2,1.0,,1.0
274030,Babuyan Claro,Philippines,Philippines and SE Asia,North of Luzon,19.523,121.94,2,1,4,2.0,,1.0
274050,Unnamed,Philippines,Philippines and SE Asia,North of Luzon,20.3299999999999,121.75,2,1,0,,U-HHR,
274060,Iraya,Philippines,Philippines and SE Asia,North of Luzon,20.469,122.01,3,0,Unknown VEI,,U-HR,
275001,Hainan Dao,China,Philippines and SE Asia,Southeast Asia,19.6999999999999,110.099999999999,7,1,Unknown VEI,,U-HHR,
275010,Leizhou Bandao,China,Philippines and SE Asia,Southeast Asia,20.78,110.17,7,0,No confirmed eruptions,,U-NHHR,
275020,C?-Lao R? Group,Vietnam,Philippines and SE Asia,Southeast Asia,15.38,109.12,3,0,No confirmed eruptions,,U-NHHR,
275030,Toroeng Prong,Vietnam,Philippines and SE Asia,Southeast Asia,14.93,108.0,3,0,No confirmed eruptions,,U-NHHR,
275040,Haut Dong Nai,Vietnam,Philippines and SE Asia,Southeast Asia,11.6,108.2,6,0,No confirmed eruptions,,U-NHHR,
275050,Bas Dong Nai,Vietnam,Philippines and SE Asia,Southeast Asia,10.8,107.2,7,0,No confirmed eruptions,,U-NHHR,
275060,Cendres Ile des,Vietnam,Philippines and SE Asia,Southeast Asia,10.1579999999999,109.014,2,1,2,,U-HHR,
275070,Veteran,Vietnam,Philippines and SE Asia,Southeast Asia,9.83,109.05,2,0,No confirmed eruptions,,U-NHHR,
275080,Popa,Burma (Myanmar),Philippines and SE Asia,Southeast Asia,20.92,95.25,5,0,Unknown VEI,,U-HR,
275090,Lower Chindwin,Burma (Myanmar),Philippines and SE Asia,Southeast Asia,22.28,95.09999999999992,7,0,No confirmed eruptions,,U-NHHR,
275100,Singu Plateau,Burma (Myanmar),Philippines and SE Asia,Southeast Asia,22.6999999999999,95.98,6,0,No confirmed eruptions,,U-NHHR,
275110,Tengchong,China,Philippines and SE Asia,Southeast Asia,25.23,98.5,6,0,Unknown VEI,,U-HR,
281010,Unnamed,Taiwan,Japan Taiwan Marianas,Taiwan,20.93,134.75,1,0,No confirmed eruptions,,U-NHHR,
281011,Unnamed,Taiwan,Japan Taiwan Marianas,Taiwan,19.17,132.25,1,0,No confirmed eruptions,,U-NHHR,
281020,Unnamed,Taiwan,Japan Taiwan Marianas,Taiwan,21.8299999999999,121.18,2,0,No confirmed eruptions,,U-NHHR,
281030,Unnamed,Taiwan,Japan Taiwan Marianas,Taiwan,24.0,121.83,3,1,2,,U-HHR,
281031,Kueishantao,Taiwan,Japan Taiwan Marianas,Taiwan,24.85,121.92,5,1,0,,U-HHR,
281032,Tatun Group,Taiwan,Japan Taiwan Marianas,Taiwan,25.17,121.52,7,0,1,,U-HR,
281040,Unnamed,Taiwan,Japan Taiwan Marianas,Taiwan,25.3999999999999,122.2,4,0,No confirmed eruptions,,U-NHHR,
281050,Zengyu,Taiwan,Japan Taiwan Marianas,Taiwan,26.18,122.458,1,0,No confirmed eruptions,,U-NHHR,
282010,Submarine Volcano NNE of Iriomotejima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,24.57,123.93,2,1,4,,U-HHR,
282020,Io-Torishima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,27.881,128.223,2,1,2,1.0,,1.0
282021,Yokoate-jima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,28.797,128.997,2,1,2,,U-HHR,
282022,Akuseki-jima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,29.4609999999999,129.597,2,0,No confirmed eruptions,,U-NHHR,
282030,Suwanosejima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,29.638,129.714,2,1,4,2.0,,1.0
282040,Nakanoshima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,29.856,129.859,2,1,1,,U-HHR,
282041,Kogaja-jima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,29.879,129.625,2,0,No confirmed eruptions,,U-NHHR,
282043,Kuchinoshima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,29.9639999999999,129.926999999999,2,0,Unknown VEI,,U-HR,
282050,Kuchinoerabujima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,30.443,130.217,2,1,4,2.0,,1.0
282060,Kikai,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,30.789,130.307999999999,2,1,7,2.0,,1.0
282070,Ibusuki Volcanic Field,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,31.2199999999999,130.569999999999,5,0,5,2.0,,2.0
282080,Sakurajima,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,31.593,130.657,6,1,6,3.0,,3.0
282081,Sumiyoshi-ike,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,31.768,130.593999999999,6,0,3,,U-HR,
282090,Kirishimayama,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,31.934,130.861999999999,4,1,4,2.0,,2.0
282091,Fukue Volcanoes,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,32.6569999999999,128.848999999999,5,0,Unknown VEI,,U-HR,
282100,Unzendake,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,32.761,130.299,6,1,2,3.0,,3.0
282110,Asosan,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,32.884,131.104,5,1,3,1.0,,2.0
282120,Kujusan,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,33.0859999999999,131.249,5,1,4,,U-HHR,
282130,Tsurumi,Japan,Japan Taiwan Marianas,Ryukyu Islands and Kyushu,33.28,131.431999999999,6,0,4,,U-HR,
283001,Abu,Japan,Japan Taiwan Marianas,Honshu,34.5,131.599999999999,4,0,Unknown VEI,,U-HR,
283002,Sanbe,Japan,Japan Taiwan Marianas,Honshu,35.1409999999999,131.401999999999,4,0,4,,U-HR,
283003,Oki-Dogo,Japan,Japan Taiwan Marianas,Honshu,36.176,133.334,4,0,No confirmed eruptions,,U-NHHR,
283010,Izu-Tobu Volcanoes,Japan,Japan Taiwan Marianas,Honshu,34.8999999999999,139.098,6,1,4,,U-HHR,
283020,Hakone,Japan,Japan Taiwan Marianas,Honshu,35.2299999999999,139.024,6,0,3,,U-HR,
283030,Fuji,Japan,Japan Taiwan Marianas,Honshu,35.3579999999999,138.730999999999,5,1,5,3.0,,3.0
283031,Kita Yatsuga-take,Japan,Japan Taiwan Marianas,Honshu,36.1,138.3,5,0,Unknown VEI,,U-HR,
283040,On-take,Japan,Japan Taiwan Marianas,Honshu,35.89,137.479999999999,4,1,1,,U-HHR,
283050,Haku-san,Japan,Japan Taiwan Marianas,Honshu,36.152,136.774,4,1,4,3.0,,3.0
283060,Norikura,Japan,Japan Taiwan Marianas,Honshu,36.103,137.556999999999,4,0,3,,U-HR,
283070,Yake-dake,Japan,Japan Taiwan Marianas,Honshu,36.223999999999904,137.59,4,1,4,2.0,,2.0
283071,Washiba-Kumonotaira,Japan,Japan Taiwan Marianas,Honshu,36.408,137.593999999999,4,0,No confirmed eruptions,,U-NHHR,
283080,Tate-yama,Japan,Japan Taiwan Marianas,Honshu,36.56799999999991,137.592999999999,4,1,2,,U-HHR,
283090,Niigata-Yake-yama,Japan,Japan Taiwan Marianas,Honshu,36.91799999999991,138.038999999999,4,1,4,3.0,,3.0
283100,Myoko,Japan,Japan Taiwan Marianas,Honshu,36.88799999999991,138.12,5,0,5,,U-HR,
283110,Asama,Japan,Japan Taiwan Marianas,Honshu,36.40299999999991,138.526,5,1,5,2.0,,2.0
283120,Kusatsu-Shirane,Japan,Japan Taiwan Marianas,Honshu,36.61999999999991,138.535,5,1,4,2.0,,2.0
283121,Shiga,Japan,Japan Taiwan Marianas,Honshu,36.688,138.519,5,0,No confirmed eruptions,,U-NHHR,
283122,Haruna,Japan,Japan Taiwan Marianas,Honshu,36.473999999999904,138.881,6,0,5,,U-HR,
283130,Akagi,Japan,Japan Taiwan Marianas,Honshu,36.557,139.196,5,0,No confirmed eruptions,,U-NHHR,
283131,Hiuchi,Japan,Japan Taiwan Marianas,Honshu,36.95199999999991,139.288999999999,4,1,2,,U-HHR,
283140,Nikko-Shirane,Japan,Japan Taiwan Marianas,Honshu,36.79599999999991,139.378999999999,4,1,3,1.0,,1.0
283141,Nantai,Japan,Japan Taiwan Marianas,Honshu,36.762,139.494,5,0,Unknown VEI,,U-HR,
283142,Omanago Group,Japan,Japan Taiwan Marianas,Honshu,36.792,139.509999999999,5,0,Unknown VEI,,U-HR,
283143,Takahara,Japan,Japan Taiwan Marianas,Honshu,36.89699999999991,139.78,5,0,4,,U-HR,
283150,Nasu,Japan,Japan Taiwan Marianas,Honshu,37.122,139.966,4,1,3,1.0,,1.0
283151,Numazawa,Japan,Japan Taiwan Marianas,Honshu,37.45,139.579,4,0,5,,U-HR,
283160,Bandai,Japan,Japan Taiwan Marianas,Honshu,37.59799999999991,140.075999999999,5,1,4,2.0,,2.0
283170,Adatara,Japan,Japan Taiwan Marianas,Honshu,37.64399999999991,140.286,5,1,3,,U-HHR,
283180,Azuma,Japan,Japan Taiwan Marianas,Honshu,37.73199999999991,140.247999999999,4,1,3,1.0,,1.0
283190,Zao,Japan,Japan Taiwan Marianas,Honshu,38.14099999999991,140.443,5,1,4,2.0,,2.0
283191,Hijiori,Japan,Japan Taiwan Marianas,Honshu,38.606,140.178,5,0,No confirmed eruptions,,U-NHHR,
283200,Narugo,Japan,Japan Taiwan Marianas,Honshu,38.73299999999991,140.732,5,0,1,,U-HR,
283210,Kurikoma,Japan,Japan Taiwan Marianas,Honshu,38.95799999999991,140.792,4,1,2,2.0,,2.0
283220,Chokai,Japan,Japan Taiwan Marianas,Honshu,39.095999999999904,140.051999999999,4,1,2,2.0,,2.0
283230,Akita-Komaga-take,Japan,Japan Taiwan Marianas,Honshu,39.758,140.803,4,1,4,2.0,,2.0
283240,Iwate,Japan,Japan Taiwan Marianas,Honshu,39.85,141.003999999999,5,1,3,,U-HHR,
283250,Hachimantai,Japan,Japan Taiwan Marianas,Honshu,39.95499999999991,140.857,4,0,Unknown VEI,,U-HR,
283260,Akita-Yake-yama,Japan,Japan Taiwan Marianas,Honshu,39.96099999999991,140.761,4,1,2,2.0,,2.0
283262,Megata,Japan,Japan Taiwan Marianas,Honshu,39.95,139.729999999999,3,0,Unknown VEI,,U-HR,
283270,Iwaki,Japan,Japan Taiwan Marianas,Honshu,40.65299999999991,140.306999999999,4,1,3,2.0,,2.0
283271,Towada,Japan,Japan Taiwan Marianas,Honshu,40.46999999999991,140.919999999999,4,0,5,3.0,,3.0
283280,Hakkoda Group,Japan,Japan Taiwan Marianas,Honshu,40.65599999999991,140.881,4,1,3,1.0,,1.0
283290,Osore-yama,Japan,Japan Taiwan Marianas,Honshu,41.276,141.124,5,1,Unknown VEI,,U-HHR,
284010,Oshima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,34.7209999999999,139.398,5,1,4,1.0,,2.0
284011,To-shima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,34.517,139.282999999999,4,0,0,,U-HR,
284020,Nii-jima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,34.393,139.273,3,0,4,,U-HR,
284030,Kozu-shima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,34.216,139.156,3,0,4,,U-HR,
284040,Miyake-jima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,34.079,139.529,3,1,4,1.0,,1.0
284041,Mikura-jima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,33.871,139.604999999999,2,0,Unknown VEI,,U-HR,
284042,Kurose Hole,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,33.3999999999999,139.68,2,0,No confirmed eruptions,,U-NHHR,
284050,Hachijo-jima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,33.13,139.769,4,1,5,3.0,,3.0
284060,Aoga-shima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,32.454,139.762,2,1,4,3.0,,2.0
284061,Myojin Knoll,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,32.1,139.849999999999,2,0,No confirmed eruptions,,U-NHHR,
284070,Bayonnaise Rocks,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,31.8799999999999,139.919999999999,2,1,2,1.0,,1.0
284080,Smith Rock,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,31.436,140.054,1,1,2,,U-HHR,
284090,Tori-shima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,30.48,140.306,2,1,3,1.0,,1.0
284091,Sofugan,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,29.789,140.345,1,0,No confirmed eruptions,,U-NHHR,
284093,Suiyo Seamount,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,28.6,140.63,1,0,No confirmed eruptions,,U-NHHR,
284094,Mokuyo Seamount,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,28.32,140.569999999999,1,0,No confirmed eruptions,,U-NHHR,
284095,Doyo Seamount,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,27.68,140.8,1,0,No confirmed eruptions,,U-NHHR,
284096,Nishino-shima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,27.274,140.882,1,1,2,,U-HHR,
284097,Kaikata Seamount,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,26.67,141.0,1,0,No confirmed eruptions,,U-NHHR,
284100,Kaitoku Seamount,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,26.122,141.102,1,1,0,,U-HHR,
284101,Unnamed,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,26.1299999999999,144.479999999999,1,0,No confirmed eruptions,,U-NHHR,
284110,Kita-Iwo-jima,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,25.4239999999999,141.283999999999,2,1,2,,U-HHR,
284120,Ioto [Iwo-jima],Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,24.754,141.289999999999,2,1,1,1.0,,1.0
284121,Kita-Fukutokutai,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,24.414,141.419,2,1,0,,U-HHR,
284130,Fukutoku-Okanoba,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,24.28,141.485,2,1,3,1.0,,1.0
284131,Minami-Hiyoshi,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,23.497,141.94,1,1,0,,U-HHR,
284132,Nikko,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,23.0749999999999,142.307999999999,1,0,No confirmed eruptions,,U-NHHR,
284133,Fukujin,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,21.93,143.47,1,1,1,,U-HHR,
284134,Kasuga,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,21.765,143.71,1,1,0,,U-HHR,
284135,Minami Kasuga,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,21.6,143.637,1,0,No confirmed eruptions,,U-NHHR,
284136,NW Eifuku,Japan,Japan Taiwan Marianas,Izu Volcano and Mariana Islands,21.4849999999999,144.043,1,0,No confirmed eruptions,,U-NHHR,
